ticker,date,close,daily_return_pct,ma_7day,ma_30day,volatility_30day
SPY,2025-11-06,668.34,-1.0717,677.39,669.34,0.8257
SPY,2025-11-07,668.99,0.0973,675.05,669.64,0.8202
SPY,2025-11-10,679.43,1.5606,675.28,670.23,0.8647
SPY,2025-11-11,680.99,0.2296,675.42,670.79,0.8635
SPY,2025-11-12,681.37,0.0558,675.42,671.29,0.8621
SPY,2025-11-13,670.06,-1.6599,674.97,671.38,0.9185
SPY,2025-11-14,669.95,-0.0164,674.16,671.47,0.9185
SPY,2025-11-17,663.71,-0.9314,673.5,671.28,0.9321
SPY,2025-11-18,658.14,-0.8392,671.95,670.97,0.942
SPY,2025-11-19,660.68,0.3859,669.27,670.63,0.9378
SPY,2025-11-20,650.61,-1.5242,664.93,670.01,0.9751
SPY,2025-11-21,657.09,0.996,661.46,670.21,0.8605
SPY,2025-11-24,666.76,1.4716,660.99,670.4,0.8568
SPY,2025-11-25,673.03,0.9404,661.43,670.82,0.872
SPY,2025-11-26,677.68,0.6909,663.43,671.3,0.8768
SPY,2025-11-28,681.38,0.546,666.75,672.06,0.8689
SPY,2025-12-01,678.27,-0.4564,669.26,672.59,0.8707
SPY,2025-12-02,679.52,0.1843,673.39,672.93,0.852
SPY,2025-12-03,681.88,0.3473,676.93,673.35,0.8536
SPY,2025-12-04,682.37,0.0719,679.16,673.9,0.8464
SPY,2025-12-05,683.67,0.1905,680.68,674.36,0.8413
SPY,2025-12-08,681.62,-0.2999,681.24,674.57,0.8318
SPY,2025-12-09,681.03,-0.0866,681.19,674.5,0.8033
SPY,2025-12-10,685.54,0.6622,682.23,674.52,0.8112
SPY,2025-12-11,687.14,0.2334,683.32,674.58,0.8122
SPY,2025-12-12,679.75,-1.0755,683.02,674.64,0.8112
SPY,2025-12-15,678.72,-0.1515,682.5,674.6,0.8095
SPY,2025-12-16,676.87,-0.2726,681.52,674.45,0.8101
SPY,2025-12-17,669.42,-1.1007,679.78,674.32,0.806
SPY,2025-12-18,674.48,0.7559,678.85,674.28,0.8157
SPY,2025-12-19,680.59,0.9059,678.14,674.69,0.8062
SPY,2025-12-22,684.83,0.623,677.81,675.22,0.8126
SPY,2025-12-23,687.96,0.457,678.98,675.5,0.7671
SPY,2025-12-24,690.38,0.3518,680.65,675.82,0.7684
SPY,2025-12-26,690.31,-0.0101,682.57,676.11,0.7685
SPY,2025-12-29,687.85,-0.3564,685.2,676.71,0.7027
SPY,2025-12-30,687.01,-0.1221,686.99,677.28,0.7035
SPY,2025-12-31,681.92,-0.7409,687.18,677.88,0.6948
SPY,2026-01-02,683.17,0.1833,686.94,678.72,0.6723
SPY,2026-01-05,687.72,0.666,686.91,679.62,0.6779
SPY,2026-01-06,691.81,0.5947,687.11,680.99,0.6055
SPY,2026-01-07,689.58,-0.3223,687.01,682.08,0.5939
SPY,2026-01-08,689.51,-0.0102,687.25,682.83,0.5405
SPY,2026-01-09,694.07,0.6613,688.25,683.54,0.5281
SPY,2026-01-12,695.16,0.157,690.15,684.12,0.5165
SPY,2026-01-13,693.77,-0.2,691.66,684.53,0.5115
SPY,2026-01-14,690.36,-0.4915,692.04,684.93,0.5128
SPY,2026-01-15,692.24,0.2723,692.1,685.36,0.5138
SPY,2026-01-16,691.66,-0.0838,692.4,685.68,0.5116
SPY,2026-01-20,677.58,-2.0357,690.69,685.52,0.6375
SPY,2026-01-21,685.4,1.1541,689.45,685.58,0.6719
SPY,2026-01-22,688.98,0.5223,688.57,685.83,0.6756
SPY,2026-01-23,689.23,0.0363,687.92,686.1,0.6751
SPY,2026-01-26,692.73,0.5078,688.26,686.34,0.6708
SPY,2026-01-27,695.49,0.3984,688.72,686.62,0.6732
SPY,2026-01-28,695.42,-0.0101,689.26,687.14,0.6394
SPY,2026-01-29,694.04,-0.1984,691.61,687.65,0.64
SPY,2026-01-30,691.97,-0.2983,692.55,688.15,0.6405
SPY,2026-02-02,695.41,0.4971,693.47,689.02,0.6048
SPY,2026-02-03,689.53,-0.8455,693.51,689.52,0.6181
SPY,2026-02-04,686.19,-0.4844,692.58,689.71,0.6057
SPY,2026-02-05,677.62,-1.2489,690.03,689.47,0.6379
SPY,2026-02-06,690.62,1.9185,689.34,689.56,0.7263
SPY,2026-02-09,693.95,0.4822,689.33,689.68,0.7288
SPY,2026-02-10,692.12,-0.2637,689.35,689.74,0.7306
SPY,2026-02-11,691.96,-0.0231,688.86,689.87,0.7274
SPY,2026-02-12,681.27,-1.5449,687.68,689.68,0.7815
SPY,2026-02-13,681.75,0.0705,687.04,689.68,0.7698
SPY,2026-02-17,682.85,0.1613,687.79,689.67,0.7696
SPY,2026-02-18,686.29,0.5038,687.17,689.62,0.7654
SPY,2026-02-19,684.48,-0.2637,685.82,689.37,0.7582
SPY,2026-02-20,689.43,0.7232,685.43,689.37,0.7684
SPY,2026-02-23,682.39,-1.0211,684.07,689.13,0.7908
SPY,2026-02-24,687.35,0.7269,684.93,688.91,0.7929
SPY,2026-02-25,693.15,0.8438,686.56,688.84,0.8082
SPY,2026-02-26,689.3,-0.5554,687.48,688.69,0.8137
SPY,2026-02-27,685.99,-0.4802,687.44,688.55,0.8135
SPY,2026-03-02,686.38,0.0569,687.71,688.35,0.8118
SPY,2026-03-03,680.33,-0.8814,686.41,687.97,0.8267
SPY,2026-03-04,685.13,0.7055,686.8,688.23,0.7476
SPY,2026-03-05,681.31,-0.5576,685.94,688.09,0.7246
JPM,2024-03-07,179.98,-0.8757,179.98,179.98,
JPM,2024-03-08,180.32,0.1889,180.15,180.15,0.7528
JPM,2024-03-11,180.38,0.0333,180.23,180.23,0.575
JPM,2024-03-12,181.87,0.826,180.64,180.64,0.702
JPM,2024-03-13,183.34,0.8083,181.18,181.18,0.6977
JPM,2024-03-14,180.08,-1.7781,181.0,181.0,1.0193
JPM,2024-03-15,182.31,1.2383,181.18,181.18,1.0651
JPM,2024-03-18,184.57,1.2396,181.84,181.61,1.0702
JPM,2024-03-19,185.65,0.5851,182.6,182.06,1.0089
JPM,2024-03-20,188.09,1.3143,183.7,182.66,1.0088
JPM,2024-03-21,190.7,1.3876,184.96,183.39,1.0061
JPM,2024-03-22,188.36,-1.2271,185.68,183.8,1.0747
JPM,2024-03-25,186.64,-0.9131,186.62,184.02,1.0836
JPM,2024-03-26,187.51,0.4661,187.36,184.27,1.0432
JPM,2024-03-27,191.14,1.9359,188.3,184.73,1.097
JPM,2024-03-28,191.89,0.3924,189.19,185.18,1.0599
JPM,2024-04-01,190.59,-0.6775,189.55,185.5,1.0561
JPM,2024-04-02,190.51,-0.042,189.52,185.77,1.0276
JPM,2024-04-03,189.97,-0.2834,189.75,185.99,1.0067
JPM,2024-04-04,188.53,-0.758,190.02,186.12,1.0051
JPM,2024-04-05,190.26,0.9176,190.41,186.32,0.9923
JPM,2024-04-08,191.25,0.5203,190.43,186.54,0.9704
JPM,2024-04-09,189.97,-0.6693,190.15,186.69,0.9669
JPM,2024-04-10,188.35,-0.8528,189.83,186.76,0.9698
JPM,2024-04-11,188.32,-0.0159,189.52,186.82,0.9501
JPM,2024-04-12,176.14,-6.4677,187.55,186.41,1.5972
JPM,2024-04-15,176.23,0.0511,185.79,186.04,1.5665
JPM,2024-04-16,174.22,-1.1406,183.5,185.61,1.5498
JPM,2024-04-17,173.52,-0.4018,180.96,185.2,1.5226
JPM,2024-04-18,174.65,0.6512,178.78,184.84,1.5032
JPM,2024-04-19,179.04,2.5136,177.45,184.81,1.5702
JPM,2024-04-22,182.51,1.9381,176.62,184.89,1.6096
JPM,2024-04-23,185.15,1.4465,177.9,185.05,1.6296
JPM,2024-04-24,186.05,0.4861,179.31,185.18,1.6255
JPM,2024-04-25,186.33,0.1505,181.04,185.28,1.6199
JPM,2024-04-26,186.45,0.0644,182.88,185.5,1.5821
JPM,2024-04-29,186.24,-0.1126,184.54,185.63,1.5685
JPM,2024-04-30,184.76,-0.7947,185.36,185.63,1.5608
JPM,2024-05-01,184.88,0.0649,185.69,185.61,1.5571
JPM,2024-05-02,184.68,-0.1082,185.63,185.49,1.5372
JPM,2024-05-03,183.57,-0.601,185.27,185.26,1.5158
JPM,2024-05-06,185.01,0.7844,185.08,185.15,1.5094
JPM,2024-05-07,184.77,-0.1297,184.84,185.08,1.5007
JPM,2024-05-08,188.53,2.035,185.17,185.12,1.545
JPM,2024-05-09,190.31,0.9441,185.96,185.09,1.5131
JPM,2024-05-10,191.53,0.6411,186.91,185.08,1.516
JPM,2024-05-13,191.5,-0.0157,187.89,185.11,1.5105
JPM,2024-05-14,194.17,1.3943,189.4,185.23,1.5309
JPM,2024-05-15,194.75,0.2987,190.79,185.39,1.5299
JPM,2024-05-16,195.1,0.1797,192.27,185.61,1.5214
JPM,2024-05-17,197.33,1.143,193.53,185.84,1.526
JPM,2024-05-20,188.46,-4.495,193.26,185.75,1.7416
JPM,2024-05-21,192.26,2.0163,193.37,185.83,1.7765
JPM,2024-05-22,191.09,-0.6086,193.31,185.92,1.7728
JPM,2024-05-23,189.75,-0.7012,192.68,185.97,1.7782
JPM,2024-05-24,193.4,1.9236,192.48,186.54,1.3201
JPM,2024-05-28,192.24,-0.5998,192.08,187.08,1.33
JPM,2024-05-29,190.9,-0.697,191.16,187.63,1.3158
JPM,2024-05-30,192.07,0.6129,191.67,188.25,1.3098
JPM,2024-05-31,195.25,1.6556,192.1,188.94,1.3305
JPM,2024-06-03,194.47,-0.3995,192.58,189.45,1.2747
JPM,2024-06-04,191.91,-1.3164,192.89,189.76,1.2675
JPM,2024-06-05,190.08,-0.9536,192.42,189.93,1.2602
JPM,2024-06-06,189.74,-0.1789,192.06,190.05,1.259
JPM,2024-06-07,192.67,1.5442,192.31,190.26,1.2873
JPM,2024-06-10,192.34,-0.1713,192.35,190.46,1.2884
JPM,2024-06-11,187.28,-2.6308,191.21,190.49,1.3821
JPM,2024-06-12,184.56,-1.4524,189.8,190.49,1.4007
JPM,2024-06-13,186.61,1.1107,189.04,190.54,1.4152
JPM,2024-06-14,186.73,0.0643,188.56,190.61,1.4149
JPM,2024-06-17,187.88,0.6159,188.3,190.76,1.4131
JPM,2024-06-18,189.83,1.0379,187.89,190.92,1.4182
JPM,2024-06-20,191.44,0.8481,187.76,191.14,1.4241
JPM,2024-06-21,189.15,-1.1962,188.03,191.16,1.3968
JPM,2024-06-24,191.64,1.3164,189.04,191.2,1.4069
JPM,2024-06-25,190.86,-0.407,189.65,191.18,1.4043
JPM,2024-06-26,190.24,-0.3248,190.15,191.14,1.4055
JPM,2024-06-27,191.92,0.8831,190.73,191.07,1.3909
JPM,2024-06-28,194.9,1.5527,191.45,191.07,1.4197
JPM,2024-07-01,197.97,1.5752,192.38,191.17,1.4479
JPM,2024-07-02,201.23,1.6467,194.11,191.3,1.4637
JPM,2024-07-03,201.09,-0.0696,195.46,191.72,1.1834
JPM,2024-07-05,198.43,-1.3228,196.54,191.92,1.1658
JPM,2024-07-08,198.8,0.1865,197.76,192.18,1.1579
JPM,2024-07-09,201.18,1.1972,199.09,192.56,1.1623
JPM,2024-07-10,201.34,0.0795,200.01,192.83,1.1159
JPM,2024-07-11,201.01,-0.1639,200.44,193.12,1.1087
JPM,2024-07-12,198.57,-1.2139,200.06,193.37,1.1263
JPM,2024-07-15,203.52,2.4928,200.41,193.75,1.2033
JPM,2024-07-16,206.98,1.7001,201.63,194.15,1.2052
JPM,2024-07-17,210.13,1.5219,203.25,194.67,1.2231
JPM,2024-07-18,203.46,-3.1742,203.57,195.05,1.3467
JPM,2024-07-19,203.26,-0.0983,203.85,195.49,1.3303
JPM,2024-07-22,203.75,0.2411,204.24,195.96,1.3281
JPM,2024-07-23,203.8,0.0245,204.99,196.33,1.3057
JPM,2024-07-24,202.11,-0.8292,204.78,196.66,1.3175
JPM,2024-07-25,202.19,0.0396,204.1,197.15,1.2071
JPM,2024-07-26,205.65,1.7113,203.46,197.86,1.1901
JPM,2024-07-29,204.3,-0.6565,203.58,198.45,1.1958
JPM,2024-07-30,208.51,2.0607,204.33,199.17,1.2366
JPM,2024-07-31,206.19,-1.1127,204.68,199.78,1.265
JPM,2024-08-01,201.5,-2.2746,204.35,200.17,1.3422
JPM,2024-08-02,192.95,-4.2432,203.04,200.22,1.5623
JPM,2024-08-05,188.85,-2.1249,201.14,200.21,1.5964
JPM,2024-08-06,194.12,2.7906,199.49,200.29,1.6595
JPM,2024-08-07,194.17,0.0258,198.04,200.4,1.6573
JPM,2024-08-08,197.72,1.8283,196.5,200.65,1.6859
JPM,2024-08-09,199.41,0.8547,195.53,200.9,1.6855
JPM,2024-08-12,199.78,0.1855,195.29,201.07,1.6644
JPM,2024-08-13,201.48,0.8509,196.5,201.18,1.6473
JPM,2024-08-14,203.71,1.1068,198.63,201.27,1.6324
JPM,2024-08-15,204.98,0.6234,200.18,201.4,1.6355
JPM,2024-08-16,207.32,1.1416,202.06,201.69,1.6246
JPM,2024-08-19,208.76,0.6946,203.63,202.02,1.6276
JPM,2024-08-20,207.86,-0.4311,204.84,202.25,1.6195
JPM,2024-08-21,207.93,0.0337,206.01,202.47,1.6195
JPM,2024-08-22,209.9,0.9474,207.21,202.76,1.6255
JPM,2024-08-23,211.53,0.7766,208.33,203.19,1.6082
JPM,2024-08-26,212.36,0.3924,209.38,203.49,1.5506
JPM,2024-08-27,213.34,0.4615,210.24,203.7,1.5243
JPM,2024-08-28,214.42,0.5062,211.05,203.84,1.5031
JPM,2024-08-29,215.31,0.4151,212.11,204.24,1.3724
JPM,2024-08-30,217.82,1.1658,213.53,204.72,1.3824
JPM,2024-09-03,213.46,-2.0017,214.03,205.05,1.4417
JPM,2024-09-04,212.52,-0.4404,214.18,205.34,1.4457
JPM,2024-09-05,210.87,-0.7764,213.96,205.63,1.4445
JPM,2024-09-06,205.86,-2.3759,212.89,205.75,1.5165
JPM,2024-09-09,210.07,2.0451,212.27,205.9,1.5301
JPM,2024-09-10,199.17,-5.1887,209.97,205.73,1.8047
JPM,2024-09-11,200.79,0.8134,207.53,205.47,1.7679
JPM,2024-09-12,200.18,-0.3038,205.64,205.27,1.7583
JPM,2024-09-13,197.97,-1.104,203.56,205.15,1.7206
JPM,2024-09-16,201.4,1.7326,202.21,205.44,1.5557
JPM,2024-09-17,202.75,0.6703,201.76,205.9,1.497
JPM,2024-09-18,201.08,-0.8237,200.48,206.13,1.4293
JPM,2024-09-19,203.94,1.4223,201.16,206.46,1.4485
JPM,2024-09-20,204.53,0.2893,201.69,206.68,1.4147
JPM,2024-09-23,204.87,0.1662,202.36,206.87,1.408
JPM,2024-09-24,205.02,0.0732,203.37,207.04,1.4079
JPM,2024-09-25,203.66,-0.6633,203.69,207.11,1.4071
JPM,2024-09-26,203.26,-0.1964,203.77,207.1,1.3932
JPM,2024-09-27,203.96,0.3444,204.18,207.06,1.3899
JPM,2024-09-30,204.31,0.1716,204.23,206.96,1.3734
JPM,2024-10-01,200.61,-1.811,203.67,206.69,1.4031
JPM,2024-10-02,200.85,0.1196,203.1,206.46,1.4025
JPM,2024-10-03,198.85,-0.9958,202.21,206.16,1.4116
JPM,2024-10-04,205.91,3.5504,202.54,206.02,1.5535
JPM,2024-10-07,205.63,-0.136,202.87,205.83,1.5456
JPM,2024-10-08,205.45,-0.0875,203.09,205.6,1.543
JPM,2024-10-09,208.06,1.2704,203.62,205.42,1.5601
JPM,2024-10-10,207.49,-0.274,204.61,205.19,1.5567
JPM,2024-10-11,216.7,4.4388,206.87,205.23,1.7622
JPM,2024-10-14,215.91,-0.3646,209.31,205.17,1.7504
JPM,2024-10-15,216.8,0.4122,210.86,205.28,1.711
JPM,2024-10-16,218.02,0.5627,212.63,205.47,1.7106
JPM,2024-10-17,218.78,0.3486,214.54,205.73,1.703
JPM,2024-10-18,219.71,0.4251,216.2,206.19,1.636
JPM,2024-10-21,217.4,-1.0514,217.62,206.44,1.6151
JPM,2024-10-22,218.49,0.5014,217.87,207.08,1.2656
JPM,2024-10-23,217.8,-0.3158,218.14,207.65,1.2671
JPM,2024-10-24,219.33,0.7025,218.5,208.28,1.2644
JPM,2024-10-25,216.72,-1.19,218.32,208.91,1.2678
JPM,2024-10-28,219.83,1.435,218.47,209.52,1.2574
JPM,2024-10-29,217.3,-1.1509,218.12,210.01,1.2826
JPM,2024-10-30,218.77,0.6765,218.32,210.6,1.269
JPM,2024-10-31,216.34,-1.1108,218.01,211.01,1.2752
JPM,2024-11-01,217.34,0.4622,217.95,211.44,1.276
JPM,2024-11-04,214.26,-1.4171,217.22,211.75,1.3102
JPM,2024-11-05,215.92,0.7748,217.11,212.12,1.3149
JPM,2024-11-06,240.85,11.5459,220.11,213.36,2.4468
JPM,2024-11-07,230.44,-4.3222,221.99,214.26,2.6033
JPM,2024-11-08,231.03,0.256,223.74,215.16,2.6035
JPM,2024-11-11,233.28,0.9739,226.16,216.13,2.6047
JPM,2024-11-12,233.54,0.1115,228.47,217.23,2.57
JPM,2024-11-13,235.1,0.668,231.45,218.37,2.5688
JPM,2024-11-14,235.79,0.2935,234.29,219.6,2.5527
JPM,2024-11-15,239.15,1.425,234.05,220.71,2.4968
JPM,2024-11-18,238.87,-0.1171,235.25,221.82,2.4967
JPM,2024-11-19,236.98,-0.7912,236.1,222.87,2.506
JPM,2024-11-20,234.73,-0.9494,236.31,223.76,2.5154
JPM,2024-11-21,238.61,1.653,237.03,224.79,2.5213
JPM,2024-11-22,242.3,1.5465,238.06,225.65,2.4186
JPM,2024-11-25,244.0,0.7016,239.23,226.58,2.4148
JPM,2024-11-26,243.69,-0.127,239.88,227.48,2.417
JPM,2024-11-27,243.51,-0.0739,240.55,228.33,2.4184
JPM,2024-11-29,243.45,-0.0246,241.47,229.15,2.4196
JPM,2024-12-02,240.06,-1.3925,242.23,229.83,2.4412
JPM,2024-12-03,238.67,-0.579,242.24,230.54,2.4336
JPM,2024-12-04,237.28,-0.5824,241.52,231.16,2.4391
JPM,2024-12-05,239.31,0.8555,240.85,231.88,2.4382
JPM,2024-12-06,241.14,0.7647,240.49,232.61,2.4386
JPM,2024-12-09,237.68,-1.4349,239.66,233.31,2.4443
JPM,2024-12-10,236.76,-0.3871,238.7,233.87,2.4387
JPM,2024-12-11,237.41,0.2745,238.32,234.54,2.4238
JPM,2024-12-12,235.46,-0.8214,237.86,235.1,2.4317
JPM,2024-12-13,233.91,-0.6583,237.38,235.68,2.4242
JPM,2024-12-16,233.56,-0.1496,236.56,236.22,2.4252
JPM,2024-12-17,232.37,-0.5095,235.31,236.83,2.4091
JPM,2024-12-18,224.58,-3.3524,233.44,237.12,2.4971
JPM,2024-12-19,227.11,1.1265,232.06,236.66,1.2933
JPM,2024-12-20,231.63,1.9902,231.23,236.7,1.0959
JPM,2024-12-23,232.4,0.3324,230.79,236.74,1.0965
JPM,2024-12-24,236.22,1.6437,231.12,236.84,1.123
JPM,2024-12-26,237.03,0.3429,231.62,236.96,1.1242
JPM,2024-12-27,235.11,-0.81,232.01,236.96,1.1288
JPM,2024-12-30,233.31,-0.7656,233.26,236.88,1.1361
JPM,2024-12-31,233.69,0.1629,234.2,236.69,1.1033
JPM,2025-01-02,233.97,0.1198,234.53,236.53,1.1038
JPM,2025-01-03,237.17,1.3677,235.21,236.54,1.1249
JPM,2025-01-06,236.01,-0.4891,235.18,236.58,1.1144
JPM,2025-01-07,238.28,0.9618,235.36,236.57,1.0864
JPM,2025-01-08,238.24,-0.0168,235.81,236.43,1.0465
JPM,2025-01-10,235.05,-1.339,236.06,236.14,1.0621
JPM,2025-01-13,239.3,1.8081,236.86,235.99,1.1188
JPM,2025-01-14,242.5,1.3372,238.08,235.96,1.1473
JPM,2025-01-15,247.28,1.9711,239.52,236.08,1.2028
JPM,2025-01-16,249.16,0.7603,241.4,236.39,1.1771
JPM,2025-01-17,253.95,1.9225,243.64,236.9,1.2131
JPM,2025-01-21,257.75,1.4964,246.43,237.58,1.2254
JPM,2025-01-22,257.56,-0.0737,249.64,238.19,1.2222
JPM,2025-01-23,260.61,1.1842,252.69,238.84,1.2306
JPM,2025-01-24,259.52,-0.4182,255.12,239.56,1.1956
JPM,2025-01-27,260.51,0.3815,257.01,240.36,1.1886
JPM,2025-01-28,261.77,0.4837,258.81,241.17,1.1889
JPM,2025-01-29,261.22,-0.2101,259.85,242.03,1.1736
JPM,2025-01-30,262.84,0.6202,260.58,242.99,1.1587
JPM,2025-01-31,261.93,-0.3462,261.2,243.94,1.1624
JPM,2025-02-03,261.45,-0.1833,261.32,244.91,1.1552
JPM,2025-02-04,262.56,0.4246,261.75,246.17,0.9125
JPM,2025-02-05,265.0,0.9293,262.4,247.43,0.9087
JPM,2025-02-06,271.34,2.3925,263.76,248.76,0.9338
JPM,2025-02-07,270.26,-0.398,265.05,250.02,0.9486
JPM,2025-02-10,265.59,-1.728,265.45,251.0,1.0074
JPM,2025-02-11,269.46,1.4571,266.52,252.08,1.0257
JPM,2025-02-12,269.92,0.1707,267.73,253.24,1.0
JPM,2025-02-13,270.77,0.3149,268.91,254.49,0.9732
JPM,2025-02-14,271.03,0.096,269.77,255.73,0.9741
JPM,2025-02-18,274.33,1.2176,270.19,257.08,0.98
JPM,2025-02-19,273.64,-0.2515,270.68,258.29,0.9772
JPM,2025-02-20,261.44,-4.4584,270.08,259.14,1.3214
JPM,2025-02-21,258.93,-0.9601,268.58,259.83,1.3372
JPM,2025-02-24,256.09,-1.0968,266.6,260.43,1.36
JPM,2025-02-25,252.23,-1.5073,263.96,261.0,1.3671
JPM,2025-02-26,253.59,0.5392,261.46,261.47,1.3363
JPM,2025-02-27,253.84,0.0986,258.54,261.85,1.3191
JPM,2025-02-28,259.33,2.1628,256.49,262.25,1.3286
JPM,2025-03-03,255.38,-1.5232,255.63,262.46,1.3585
JPM,2025-03-04,245.22,-3.9784,253.67,262.17,1.5037
JPM,2025-03-05,246.48,0.5138,252.3,261.79,1.478
JPM,2025-03-06,241.59,-1.9839,250.78,261.26,1.5158
JPM,2025-03-07,237.41,-1.7302,248.46,260.49,1.5173
JPM,2025-03-10,227.55,-4.1532,244.71,259.42,1.6727
JPM,2025-03-11,224.54,-1.3228,239.74,258.22,1.6734
JPM,2025-03-12,223.32,-0.5433,235.16,256.94,1.6634
JPM,2025-03-13,220.67,-1.1866,231.65,255.59,1.6668
JPM,2025-03-14,227.77,3.2175,228.98,254.42,1.7923
JPM,2025-03-17,229.23,0.641,227.21,253.33,1.8035
JPM,2025-03-18,230.25,0.445,226.19,252.29,1.8101
JPM,2025-03-19,234.31,1.7633,227.16,251.35,1.8474
JPM,2025-03-20,234.21,-0.0427,228.54,250.32,1.8324
JPM,2025-03-21,236.78,1.0973,230.46,249.17,1.779
JPM,2025-03-24,243.08,2.6607,233.66,248.27,1.8668
JPM,2025-03-25,246.08,1.2342,236.28,247.62,1.869
JPM,2025-03-26,245.99,-0.0366,238.67,246.83,1.842
JPM,2025-03-27,243.13,-1.1626,240.51,245.94,1.8466
JPM,2025-03-28,237.97,-2.1223,241.03,244.85,1.8707
JPM,2025-03-31,240.37,1.0085,241.91,243.83,1.8866
JPM,2025-04-01,238.76,-0.6698,242.2,242.64,1.8627
JPM,2025-04-02,240.88,0.8879,241.88,241.55,1.8783
JPM,2025-04-03,224.1,-6.9661,238.74,240.3,2.1068
JPM,2025-04-04,207.32,-7.4877,233.22,238.58,2.4638
JPM,2025-04-07,211.43,1.9824,228.69,237.09,2.5107
JPM,2025-04-08,213.82,1.1304,225.24,235.81,2.5242
JPM,2025-04-09,231.05,8.0582,223.91,235.06,2.9672
JPM,2025-04-10,223.92,-3.0859,221.79,234.06,3.0103
JPM,2025-04-11,232.88,4.0014,220.65,233.18,3.0816
JPM,2025-04-14,231.42,-0.6269,221.69,232.38,3.0738
JPM,2025-04-15,229.85,-0.6784,224.91,231.87,2.9949
JPM,2025-04-16,226.38,-1.5097,227.05,231.2,3.0017
JPM,2025-04-17,228.7,1.0248,229.17,230.77,2.9917
JPM,2025-04-21,225.77,-1.2812,228.42,230.38,2.9846
JPM,2025-04-22,232.28,2.8835,229.61,230.54,2.9331
JPM,2025-04-23,237.49,2.243,230.27,230.97,2.9452
JPM,2025-04-24,241.2,1.5622,231.67,231.57,2.9512
JPM,2025-04-25,240.13,-0.4436,233.14,232.22,2.9414
JPM,2025-04-28,239.8,-0.1374,235.05,232.62,2.891
JPM,2025-04-29,241.18,0.5755,236.84,233.02,2.8907
JPM,2025-04-30,241.18,0.0,239.04,233.38,2.8906
JPM,2025-05-01,243.42,0.9288,240.63,233.69,2.879
JPM,2025-05-02,248.96,2.2759,242.27,234.18,2.9041
JPM,2025-05-05,249.01,0.0201,243.38,234.58,2.8999
JPM,2025-05-06,245.75,-1.3092,244.19,234.67,2.8746
JPM,2025-05-07,245.88,0.0529,245.05,234.67,2.8663
JPM,2025-05-08,249.91,1.639,246.3,234.8,2.8811
JPM,2025-05-09,249.52,-0.1561,247.49,235.01,2.8718
JPM,2025-05-12,256.39,2.7533,249.35,235.63,2.8781
JPM,2025-05-13,259.31,1.1389,250.82,236.26,2.8793
JPM,2025-05-14,261.91,1.0027,252.67,237.03,2.8762
JPM,2025-05-15,263.73,0.6949,255.24,237.79,2.8752
JPM,2025-05-16,263.8,0.0265,257.8,239.11,2.5243
JPM,2025-05-19,261.16,-1.0008,259.4,240.91,2.0413
JPM,2025-05-20,261.95,0.3025,261.18,242.59,2.0306
JPM,2025-05-21,257.37,-1.7484,261.32,244.04,2.0788
JPM,2025-05-22,257.01,-0.1399,260.99,244.91,1.5387
JPM,2025-05-23,257.05,0.0156,260.3,246.01,1.3963
JPM,2025-05-27,261.56,1.7545,259.99,246.97,1.2533
JPM,2025-05-28,259.79,-0.6767,259.41,247.91,1.2547
JPM,2025-05-29,260.65,0.331,259.34,248.94,1.2384
JPM,2025-05-30,260.29,-0.1381,259.1,250.07,1.1887
JPM,2025-06-02,260.94,0.2497,259.61,251.15,1.1848
JPM,2025-06-03,262.53,0.6093,260.4,252.37,1.139
JPM,2025-06-04,260.51,-0.7694,260.9,253.31,1.0697
JPM,2025-06-05,258.27,-0.8599,260.43,254.01,1.0337
JPM,2025-06-06,261.99,1.4404,260.74,254.7,1.0287
JPM,2025-06-09,262.99,0.3817,261.07,255.46,1.0196
JPM,2025-06-10,264.82,0.6958,261.72,256.29,1.0184
JPM,2025-06-11,264.38,-0.1662,262.21,257.07,1.0214
JPM,2025-06-12,264.47,0.034,262.49,257.84,1.0211
JPM,2025-06-13,261.23,-1.2251,262.59,258.44,1.0515
JPM,2025-06-16,266.56,2.0403,263.78,259.02,1.0366
JPM,2025-06-17,265.73,-0.3114,264.31,259.58,1.0407
JPM,2025-06-18,270.11,1.6483,265.33,260.39,1.0307
JPM,2025-06-20,271.13,0.3776,266.23,261.24,1.0295
JPM,2025-06-23,274.36,1.1913,267.66,262.05,1.013
JPM,2025-06-24,277.31,1.0752,269.49,262.98,1.0181
JPM,2025-06-25,280.07,0.9953,272.18,263.77,0.9215
JPM,2025-06-26,284.69,1.6496,274.77,264.61,0.942
JPM,2025-06-27,283.07,-0.569,277.25,265.32,0.9462
JPM,2025-06-30,285.83,0.975,279.49,266.05,0.952
JPM,2025-07-01,286.33,0.1749,281.67,266.8,0.951
JPM,2025-07-02,287.9,0.5483,283.6,267.7,0.9208
JPM,2025-07-03,293.25,1.8583,285.88,268.74,0.9621
JPM,2025-07-07,289.25,-1.364,287.19,269.8,0.9349
JPM,2025-07-08,280.15,-3.1461,286.54,270.57,1.134
JPM,2025-07-09,280.52,0.1321,286.18,271.36,1.1332
JPM,2025-07-10,285.51,1.7788,286.13,272.15,1.1343
JPM,2025-07-11,284.19,-0.4623,285.82,272.97,1.1286
JPM,2025-07-14,286.01,0.6404,285.55,273.81,1.1303
JPM,2025-07-15,283.88,-0.7447,284.22,274.6,1.144
